uni_lemma,freq
quills,2.197224577
quilt,2.197224577
reader,2.197224577
refuse,2.197224577
ribbons,2.197224577
rider,2.197224577
rifle,2.197224577
ripping,2.197224577
robert's,2.197224577
robocop,2.197224577
romper,2.197224577
roughly,2.197224577
rushed,2.197224577
russian,2.197224577
sa,2.197224577
sakes,2.197224577
santaclaus,2.197224577
sends,2.197224577
serving,2.197224577
sex,2.197224577
shaved,2.197224577
sherry,2.197224577
sho,2.197224577
shoo,2.197224577
shoots,2.197224577
sindy,2.197224577
site,2.197224577
snapped,2.197224577
snoring,2.197224577
snowballs,2.197224577
snowy,2.197224577
softly,2.197224577
sonny,2.197224577
sons,2.197224577
sparrow,2.197224577
spike,2.197224577
stair,2.197224577
stapler,2.197224577
stirring,2.197224577
strip,2.197224577
student,2.197224577
suf,2.197224577
suggestion,2.197224577
swish,2.197224577
tape's,2.197224577
tatooed,2.197224577
telephones,2.197224577
ther,2.197224577
tide,2.197224577
tiles,2.197224577
tips,2.197224577
title,2.197224577
tobacco,2.197224577
topsy,2.197224577
tortillas,2.197224577
toss,2.197224577
towers,2.197224577
tractor's,2.197224577
trapped,2.197224577
treating,2.197224577
tricked,2.197224577
trumpet,2.197224577
tumbled,2.197224577
turtle's,2.197224577
tushy,2.197224577
tweet,2.197224577
twin,2.197224577
tyre,2.197224577
underground,2.197224577
utility,2.197224577
vadar,2.197224577
waffle,2.197224577
wakening,2.197224577
watercolors,2.197224577
western,2.197224577
whales,2.197224577
whats,2.197224577
whip,2.197224577
wig,2.197224577
williams,2.197224577
wilson,2.197224577
winding,2.197224577
wired,2.197224577
aaah,2.079441542
actual,2.079441542
ad,2.079441542
advanced,2.079441542
advertised,2.079441542
advice,2.079441542
afro,2.079441542
aiming,2.079441542
alien,2.079441542
allergic,2.079441542
alligators,2.079441542
ally,2.079441542
amy's,2.079441542
arizona,2.079441542
arrangements,2.079441542
arrive,2.079441542
attitude,2.079441542
au,2.079441542
autumn,2.079441542
aware,2.079441542
bagel,2.079441542
bap,2.079441542
bashful,2.079441542
bedrooms,2.079441542
beige,2.079441542
bermuda,2.079441542
bicentennial,2.079441542
birdie-s,2.079441542
bitten,2.079441542
bock,2.079441542
bond,2.079441542
boofoo,2.079441542
boogie,2.079441542
bookcase,2.079441542
bow+wow,2.079441542
bozo's,2.079441542
bran,2.079441542
bravo,2.079441542
breathing,2.079441542
brer,2.079441542
brownies,2.079441542
bruised,2.079441542
brunswick,2.079441542
bumpa,2.079441542
bumper,2.079441542
burglar,2.079441542
busier,2.079441542
buttoned,2.079441542
bye-byes,2.079441542
canoeing,2.079441542
caps,2.079441542
cassette,2.079441542
cecile,2.079441542
chart,2.079441542
checks,2.079441542
chewy,2.079441542
chicken's,2.079441542
chief,2.079441542
childrens,2.079441542
chirps,2.079441542
choked,2.079441542
chose,2.079441542
chowder,2.079441542
cigar,2.079441542
clapping,2.079441542
clothing,2.079441542
cockroaches,2.079441542
cokes,2.079441542
colette,2.079441542
commercials,2.079441542
concentrating,2.079441542
concert,2.079441542
connection,2.079441542
contractions,2.079441542
coo,2.079441542
copper,2.079441542
court,2.079441542
crawled,2.079441542
credit,2.079441542
crispies,2.079441542
crumb,2.079441542
cucumbers,2.079441542
dam,2.079441542
damp,2.079441542
dandy,2.079441542
darts,2.079441542
deaf,2.079441542
develop,2.079441542
dex,2.079441542
dink,2.079441542
director,2.079441542
discovered,2.079441542
discuss,2.079441542
donkeys,2.079441542
doody,2.079441542
drawings,2.079441542
drippy,2.079441542
drivers,2.079441542
dumpers,2.079441542
easel,2.079441542
eee,2.079441542
embarrassed,2.079441542
emperor,2.079441542
entertain,2.079441542
err,2.079441542
errk,2.079441542
escape,2.079441542
europe,2.079441542
evidently,2.079441542
example,2.079441542
fasten,2.079441542
fee,2.079441542
fifi,2.079441542
fighter,2.079441542
fist,2.079441542
flap,2.079441542
flipped,2.079441542
fluffy,2.079441542
follows,2.079441542
foolish,2.079441542
forms,2.079441542
fours,2.079441542
friar's,2.079441542
funniest,2.079441542
fussing,2.079441542
genie,2.079441542
gentlemen,2.079441542
george's,2.079441542
goodie,2.079441542
goodies,2.079441542
grammar,2.079441542
grandmas,2.079441542
grandson,2.079441542
granpa,2.079441542
graves,2.079441542
graveyard,2.079441542
greatest,2.079441542
grilled,2.079441542
grocer,2.079441542
grocer's,2.079441542
grownups,2.079441542
gumdrop,2.079441542
gurned,2.079441542
halfway,2.079441542
handkerchief,2.079441542
hangs,2.079441542
hanky,2.079441542
haunted,2.079441542
hawaii,2.079441542
he+haw,2.079441542
heal,2.079441542
heating,2.079441542
heller,2.079441542
hiccup,2.079441542
highest,2.079441542
holland,2.079441542
hoped,2.079441542
hopeless,2.079441542
hops,2.079441542
horace,2.079441542
horton,2.079441542
however,2.079441542
hulk,2.079441542
hunhmmm,2.079441542
husband's,2.079441542
i's,2.079441542
idling,2.079441542
impatient,2.079441542
incase,2.079441542
instrument,2.079441542
interview,2.079441542
jaguar,2.079441542
japanese,2.079441542
jasper's,2.079441542
jaw,2.079441542
jean's,2.079441542
jocko,2.079441542
kan,2.079441542
keeper,2.079441542
kids',2.079441542
kirsty,2.079441542
kittie,2.079441542
kuh,2.079441542
laminsky,2.079441542
largest,2.079441542
leanne,2.079441542
leather,2.079441542
lend,2.079441542
licked,2.079441542
lied,2.079441542
lightly,2.079441542
lincoln,2.079441542
linda's,2.079441542
ling,2.079441542
lleana,2.079441542
loan,2.079441542
located,2.079441542
lu,2.079441542
lucy's,2.079441542
mack,2.079441542
mamma,2.079441542
manager,2.079441542
maple,2.079441542
marco,2.079441542
mars,2.079441542
marsha,2.079441542
masters,2.079441542
max,2.079441542
melanie,2.079441542
micky,2.079441542
millions,2.079441542
mini,2.079441542
mole,2.079441542
mommie,2.079441542
moore,2.079441542
moss,2.079441542
mouthful,2.079441542
movement,2.079441542
mucking,2.079441542
muffs,2.079441542
munchie,2.079441542
musical,2.079441542
naked,2.079441542
nancy's,2.079441542
nee,2.079441542
neighbors,2.079441542
neighbours,2.079441542
neil,2.079441542
nephew,2.079441542
nerves,2.079441542
newglen,2.079441542
newspapers,2.079441542
nipple,2.079441542
nitch,2.079441542
nod,2.079441542
noel,2.079441542
non,2.079441542
noo,2.079441542
o'connel,2.079441542
occasionally,2.079441542
olive,2.079441542
one+...,2.079441542
operator,2.079441542
opportunity,2.079441542
oreo,2.079441542
original,2.079441542
pale,2.079441542
pam,2.079441542
pampers,2.079441542
patties,2.079441542
paws,2.079441542
peak,2.079441542
pedals,2.079441542
peeling,2.079441542
peeping,2.079441542
peng,2.079441542
penicillin,2.079441542
pippin,2.079441542
pits,2.079441542
pittsburghese,2.079441542
pools,2.079441542
postbox,2.079441542
pout,2.079441542
prettier,2.079441542
prickly,2.079441542
propellers,2.079441542
prove,2.079441542
psychology,2.079441542
puddles,2.079441542
putnam,2.079441542
quid,2.079441542
raised,2.079441542
rangy,2.079441542
reached,2.079441542
reaching,2.079441542
receivers,2.079441542
recordings,2.079441542
reels,2.079441542
regina,2.079441542
relatives,2.079441542
restless,2.079441542
ribena,2.079441542
ribs,2.079441542
rick,2.079441542
rico,2.079441542
ridden,2.079441542
righty,2.079441542
roared,2.079441542
rod's,2.079441542
roofs,2.079441542
ropes,2.079441542
rosy,2.079441542
roy's,2.079441542
ruining,2.079441542
runner,2.079441542
rupert,2.079441542
rye,2.079441542
saucepan,2.079441542
scab,2.079441542
scoop,2.079441542
scraped,2.079441542
security,2.079441542
segment,2.079441542
sheila,2.079441542
ships,2.079441542
shocked,2.079441542
shuffle,2.079441542
silverware,2.079441542
sixteenth,2.079441542
sized,2.079441542
skiing,2.079441542
slinky,2.079441542
slips,2.079441542
smarter,2.079441542
smiles,2.079441542
sneaker,2.079441542
sneaky,2.079441542
sneezing,2.079441542
snowmen,2.079441542
social,2.079441542
somethings,2.079441542
someting,2.079441542
son's,2.079441542
specific,2.079441542
spigot,2.079441542
spooky,2.079441542
sporty,2.079441542
sps,2.079441542
squeaker,2.079441542
sshh,2.079441542
stalls,2.079441542
stanford,2.079441542
staple,2.079441542
stream,2.079441542
strips,2.079441542
stubborn,2.079441542
stuffing,2.079441542
stuffy,2.079441542
submarine,2.079441542
suggest,2.079441542
suitcases,2.079441542
sunflower,2.079441542
sung,2.079441542
surprising,2.079441542
sweaters,2.079441542
sweeper,2.079441542
swiss,2.079441542
table's,2.079441542
tame,2.079441542
teaches,2.079441542
thompson,2.079441542
ti,2.079441542
ticking,2.079441542
timmy,2.079441542
timmy's,2.079441542
timothy,2.079441542
tina,2.079441542
tinkle,2.079441542
tish,2.079441542
toasted,2.079441542
tra,2.079441542
trail,2.079441542
train's,2.079441542
transcribing,2.079441542
tucked,2.079441542
tunnels,2.079441542
typing,2.079441542
various,2.079441542
wand,2.079441542
washcloth,2.079441542
washer,2.079441542
weapons,2.079441542
weather's,2.079441542
weee,2.079441542
wheeler,2.079441542
wheelies,2.079441542
whipped,2.079441542
whiteabbey,2.079441542
wink,2.079441542
wives,2.079441542
wolfman,2.079441542
wup,2.079441542
yacht,2.079441542
yak,2.079441542
yarn,2.079441542
zach,2.079441542
zeke,2.079441542
zo,2.079441542
abbey,1.945910149
achoo,1.945910149
acrobat,1.945910149
adjusted,1.945910149
adore,1.945910149
adrian,1.945910149
aeroplane,1.945910149
airplane's,1.945910149
amigo,1.945910149
anchor,1.945910149
andreas,1.945910149
andy's,1.945910149
anger,1.945910149
animal's,1.945910149
anne's,1.945910149
antibiotics,1.945910149
apartments,1.945910149
arlene,1.945910149
arrangement,1.945910149
arriving,1.945910149
arts,1.945910149
ass,1.945910149
auh,1.945910149
automatic,1.945910149
ave,1.945910149
avon,1.945910149
babysitter,1.945910149
bakes,1.945910149
balanced,1.945910149
ballycastle,1.945910149
ballyrobert,1.945910149
bam's,1.945910149
bargain,1.945910149
bathed,1.945910149
baywatch,1.945910149
be+...,1.945910149
because+...,1.945910149
beck,1.945910149
benches,1.945910149
betcha,1.945910149
bigbird,1.945910149
bim,1.945910149
blank,1.945910149
bloomingdale's,1.945910149
blower,1.945910149
boa,1.945910149
bodies,1.945910149
boo+boo,1.945910149
booty,1.945910149
border,1.945910149
brett's,1.945910149
brief,1.945910149
brrm+brrm,1.945910149
brrmm,1.945910149
bub,1.945910149
bunkhouse,1.945910149
burped,1.945910149
bust,1.945910149
busted,1.945910149
butcher's,1.945910149
butchers,1.945910149
butt,1.945910149
buyed,1.945910149
cafe,1.945910149
camel's,1.945910149
cant,1.945910149
carol's,1.945910149
carp,1.945910149
carriages,1.945910149
carrier,1.945910149
carve,1.945910149
carving,1.945910149
castles,1.945910149
cauliflower,1.945910149
celebrate,1.945910149
celeste,1.945910149
chair's,1.945910149
chances,1.945910149
cheer,1.945910149
chemical,1.945910149
chipmunk,1.945910149
chump,1.945910149
churns,1.945910149
cider,1.945910149
clam,1.945910149
clearer,1.945910149
clearing,1.945910149
clementine,1.945910149
cliff,1.945910149
climbs,1.945910149
clinton,1.945910149
clippety,1.945910149
clubs,1.945910149
clues,1.945910149
cockle,1.945910149
colds,1.945910149
collects,1.945910149
colorado,1.945910149
completed,1.945910149
computers,1.945910149
conscious,1.945910149
constant,1.945910149
contest,1.945910149
contract,1.945910149
cooperate,1.945910149
cords,1.945910149
corey,1.945910149
courteous,1.945910149
cozy,1.945910149
cranberries,1.945910149
crowd,1.945910149
cruel,1.945910149
crunching,1.945910149
crush,1.945910149
cub,1.945910149
cutters,1.945910149
daughter's,1.945910149
daw,1.945910149
dawned,1.945910149
definately,1.945910149
delivered,1.945910149
delivery,1.945910149
dials,1.945910149
diarrhea,1.945910149
didja,1.945910149
din,1.945910149
dingo,1.945910149
dinnertime,1.945910149
disappearing,1.945910149
dishwasher,1.945910149
disturbing,1.945910149
dixon,1.945910149
dolls',1.945910149
dominick,1.945910149
dorothy,1.945910149
dragon's,1.945910149
drape,1.945910149
driven,1.945910149
driveway,1.945910149
drumstick,1.945910149
dug,1.945910149
dumped,1.945910149
dun,1.945910149
dunno,1.945910149
duster,1.945910149
edith,1.945910149
elbows,1.945910149
elvis,1.945910149
en,1.945910149
ending,1.945910149
entertainment,1.945910149
environment,1.945910149
erin's,1.945910149
et,1.945910149
eva,1.945910149
eyelashes,1.945910149
fai,1.945910149
farmhouse,1.945910149
feeder,1.945910149
fillings,1.945910149
films,1.945910149
fishy,1.945910149
flakes,1.945910149
flexible,1.945910149
foam,1.945910149
footballer,1.945910149
fort,1.945910149
fossil,1.945910149
fox's,1.945910149
fr_doigt,1.945910149
fragile,1.945910149
fraidy,1.945910149
fresca,1.945910149
frog's,1.945910149
fu,1.945910149
gabriel's,1.945910149
gallop,1.945910149
gathercole,1.945910149
gemma,1.945910149
gerbils,1.945910149
gertie,1.945910149
ghostbusters,1.945910149
glenfield,1.945910149
globe,1.945910149
godfather,1.945910149
gog,1.945910149
goldielocks,1.945910149
goof,1.945910149
gordon,1.945910149
gracie,1.945910149
granddad,1.945910149
granola,1.945910149
gravity,1.945910149
grouchy,1.945910149
grounds,1.945910149
halves,1.945910149
hamper,1.945910149
han,1.945910149
hare,1.945910149
harpsichord,1.945910149
headband,1.945910149
headed,1.945910149
heaven's,1.945910149
hectic,1.945910149
hedgehogs,1.945910149
heehaw,1.945910149
hercules,1.945910149
hermit,1.945910149
hive,1.945910149
hmn,1.945910149
hollow,1.945910149
homely,1.945910149
hopperoos,1.945910149
humming,1.945910149
hunchback,1.945910149
hurted,1.945910149
imitate,1.945910149
incy,1.945910149
instant,1.945910149
instructor,1.945910149
intend,1.945910149
inviting,1.945910149
israel,1.945910149
ivan,1.945910149
jamaica,1.945910149
janice,1.945910149
janine,1.945910149
japan,1.945910149
jars,1.945910149
je,1.945910149
jen's,1.945910149
jesse,1.945910149
jill's,1.945910149
jimmy's,1.945910149
jumpers,1.945910149
just+...,1.945910149
kentucky,1.945910149
kobi,1.945910149
kool-aid,1.945910149
kristin,1.945910149
kyle's,1.945910149
lala,1.945910149
lawnmower,1.945910149
leanne's,1.945910149
leila,1.945910149
les,1.945910149
leslie's,1.945910149
letter's,1.945910149
light's,1.945910149
lightening,1.945910149
lisburn,1.945910149
lively,1.945910149
lobby,1.945910149
lobsters,1.945910149
locker,1.945910149
lookie,1.945910149
los,1.945910149
loudly,1.945910149
lunches,1.945910149
lungs,1.945910149
magical,1.945910149
magnifying,1.945910149
major,1.945910149
makin,1.945910149
mammals,1.945910149
margarine,1.945910149
markie,1.945910149
maroon,1.945910149
marshmallows,1.945910149
mechanic,1.945910149
menu,1.945910149
mercedes,1.945910149
mhmmm,1.945910149
mi,1.945910149
mid,1.945910149
midge,1.945910149
mild,1.945910149
mmn,1.945910149
modern,1.945910149
mold,1.945910149
mom'll,1.945910149
monopoly,1.945910149
mowgli,1.945910149
mowing,1.945910149
munsters,1.945910149
nay,1.945910149
nearer,1.945910149
neighbour,1.945910149
nicest,1.945910149
noddy's,1.945910149
noel's,1.945910149
nog,1.945910149
norah,1.945910149
noticing,1.945910149
nun,1.945910149
o+oh,1.945910149
observer's,1.945910149
olliga,1.945910149
omelet,1.945910149
organized,1.945910149
originally,1.945910149
otter,1.945910149
pains,1.945910149
panic,1.945910149
panther,1.945910149
passengers,1.945910149
passes,1.945910149
pastels,1.945910149
pate,1.945910149
paula,1.945910149
paulie,1.945910149
pee+pee,1.945910149
peoples',1.945910149
percent,1.945910149
performing,1.945910149
pero,1.945910149
petrified,1.945910149
phone's,1.945910149
phoning,1.945910149
phony,1.945910149
picture's,1.945910149
piglets,1.945910149
pinky,1.945910149
pit,1.945910149
planting,1.945910149
playroom,1.945910149
pledge,1.945910149
plumber,1.945910149
poem,1.945910149
ponytail,1.945910149
poppa,1.945910149
popple,1.945910149
porcupines,1.945910149
pressed,1.945910149
prettiest,1.945910149
pulp,1.945910149
punched,1.945910149
putty,1.945910149
quacked,1.945910149
queen's,1.945910149
ra,1.945910149
rail,1.945910149
ranch,1.945910149
raoul,1.945910149
rare,1.945910149
rats,1.945910149
reasoning,1.945910149
rebecca,1.945910149
recommend,1.945910149
recorder's,1.945910149
refer,1.945910149
remi's,1.945910149
remote,1.945910149
renita,1.945910149
resource,1.945910149
restaurants,1.945910149
reverse,1.945910149
rex,1.945910149
ribbit,1.945910149
rips,1.945910149
riverside,1.945910149
rk,1.945910149
roadgrader,1.945910149
rockefeller,1.945910149
rods,1.945910149
rogers,1.945910149
ronny,1.945910149
rosalee,1.945910149
safer,1.945910149
sailing,1.945910149
salads,1.945910149
salmon,1.945910149
sandcastles,1.945910149
saves,1.945910149
scar,1.945910149
schoolbus,1.945910149
scout,1.945910149
search,1.945910149
seasons,1.945910149
separating,1.945910149
seriously,1.945910149
shea,1.945910149
shelves,1.945910149
sheriff,1.945910149
sherine,1.945910149
shortening,1.945910149
shrew,1.945910149
skins,1.945910149
slices,1.945910149
smelled,1.945910149
smiled,1.945910149
snip,1.945910149
soggy,1.945910149
soldier's,1.945910149
spinners,1.945910149
spitting,1.945910149
spraying,1.945910149
squeezed,1.945910149
sss,1.945910149
sssh,1.945910149
stacie's,1.945910149
staring,1.945910149
starve,1.945910149
starwars,1.945910149
steer,1.945910149
stewed,1.945910149
stockings,1.945910149
stolen,1.945910149
straps,1.945910149
straws,1.945910149
strikes,1.945910149
supply,1.945910149
swimmer,1.945910149
swine,1.945910149
tab,1.945910149
tackle,1.945910149
tamer,1.945910149
tania,1.945910149
tanisha,1.945910149
tart,1.945910149
tax,1.945910149
te,1.945910149
teased,1.945910149
tech,1.945910149
teenager,1.945910149
teeshirt,1.945910149
thats,1.945910149
theory,1.945910149
thermometer,1.945910149
tighter,1.945910149
timing,1.945910149
toenails,1.945910149
tommy's,1.945910149
tons,1.945910149
toots,1.945910149
topsey,1.945910149
tour,1.945910149
toyo,1.945910149
traded,1.945910149
trays,1.945910149
tread,1.945910149
triangles,1.945910149
trim,1.945910149
troubles,1.945910149
trunks,1.945910149
tubby,1.945910149
tut,1.945910149
tv's,1.945910149
twerp,1.945910149
twisted,1.945910149
two's,1.945910149
tyres,1.945910149
unlock,1.945910149
vane,1.945910149
vase,1.945910149
virginia,1.945910149
visits,1.945910149
volkswagen,1.945910149
volleyball,1.945910149
waits,1.945910149
walkie,1.945910149
walt,1.945910149
wandering,1.945910149
watery,1.945910149
waved,1.945910149
wees,1.945910149
weighs,1.945910149
well+...,1.945910149
whatever's,1.945910149
whistled,1.945910149
whistling,1.945910149
whoops,1.945910149
wicket,1.945910149
wished,1.945910149
woman's,1.945910149
woop,1.945910149
workbench,1.945910149
wowie,1.945910149
wrinkled,1.945910149
year's,1.945910149
yoghurt,1.945910149
yoghurts,1.945910149
youch,1.945910149
zebras,1.945910149
zoos,1.945910149
absolute,1.791759469
accept,1.791759469
aching,1.791759469
active,1.791759469
added,1.791759469
advantage,1.791759469
advertising,1.791759469
affect,1.791759469
afternoons,1.791759469
ahman,1.791759469
al's,1.791759469
alec,1.791759469
alison,1.791759469
allegiance,1.791759469
alliance,1.791759469
alrighty,1.791759469
ames,1.791759469
angeles,1.791759469
angie,1.791759469
antelope,1.791759469
antrim,1.791759469
anxious,1.791759469
ape,1.791759469
apricot,1.791759469
arf,1.791759469
arm's,1.791759469
armor,1.791759469
arr,1.791759469
arrest,1.791759469
babysit,1.791759469
bait,1.791759469
bandages,1.791759469
barber's,1.791759469
barret,1.791759469
based,1.791759469
bathe,1.791759469
batter,1.791759469
beaks,1.791759469
beaters,1.791759469
beatle,1.791759469
beggars,1.791759469
benny,1.791759469
bernie,1.791759469
bess,1.791759469
bibs,1.791759469
blades,1.791759469
blister,1.791759469
boat's,1.791759469
bonnet,1.791759469
book's,1.791759469
booster,1.791759469
booth,1.791759469
bothers,1.791759469
bowel,1.791759469
brambles,1.791759469
breach,1.791759469
brenda,1.791759469
brigade,1.791759469
bristol,1.791759469
britches,1.791759469
broadway,1.791759469
brodie's,1.791759469
brooms,1.791759469
bubbly,1.791759469
buck,1.791759469
bulls,1.791759469
bung,1.791759469
buttered,1.791759469
c+j,1.791759469
cabin,1.791759469
caesarean,1.791759469
candlestick,1.791759469
capable,1.791759469
cardinal,1.791759469
cares,1.791759469
carne,1.791759469
carrick,1.791759469
chases,1.791759469
cheerful,1.791759469
chef,1.791759469
chipmunks,1.791759469
christine's,1.791759469
christopher's,1.791759469
clarinet,1.791759469
cleaners,1.791759469
cleo,1.791759469
closest,1.791759469
clown's,1.791759469
colic,1.791759469
collard,1.791759469
collected,1.791759469
compare,1.791759469
comparison,1.791759469
complain,1.791759469
concentration,1.791759469
concept,1.791759469
conference,1.791759469
confident,1.791759469
connections,1.791759469
connswater,1.791759469
consider,1.791759469
considering,1.791759469
construction,1.791759469
context,1.791759469
cops,1.791759469
copying,1.791759469
coy,1.791759469
coyote,1.791759469
craiglands,1.791759469
crates,1.791759469
crayoning,1.791759469
creatures,1.791759469
crows,1.791759469
cuddled,1.791759469
cuh,1.791759469
cupcake,1.791759469
curled,1.791759469
cutie,1.791759469
d+c,1.791759469
daba,1.791759469
damage,1.791759469
debt,1.791759469
decides,1.791759469
decoration,1.791759469
dedie,1.791759469
deing,1.791759469
delilah,1.791759469
dell,1.791759469
depressed,1.791759469
depressing,1.791759469
describe,1.791759469
describing,1.791759469
desie,1.791759469
destroy,1.791759469
dickie,1.791759469
dickle,1.791759469
digest,1.791759469
dilly,1.791759469
dishs,1.791759469
disneyland,1.791759469
dollie-s,1.791759469
dollies,1.791759469
donny's,1.791759469
doorway,1.791759469
dotted,1.791759469
dragging,1.791759469
drips,1.791759469
dublin,1.791759469
dukes,1.791759469
dull,1.791759469
dumping,1.791759469
dustpan,1.791759469
duty,1.791759469
education,1.791759469
educational,1.791759469
eeee,1.791759469
elf,1.791759469
ellen,1.791759469
emergency,1.791759469
entire,1.791759469
entirely,1.791759469
erik,1.791759469
ernest,1.791759469
ethan's,1.791759469
everet,1.791759469
ex,1.791759469
exam,1.791759469
examine,1.791759469
excess,1.791759469
exist,1.791759469
extension,1.791759469
faint,1.791759469
fake,1.791759469
fame,1.791759469
faults,1.791759469
fer,1.791759469
ferris,1.791759469
fiona,1.791759469
fired,1.791759469
fitted,1.791759469
flavors,1.791759469
fletcher,1.791759469
floor's,1.791759469
flora,1.791759469
florence,1.791759469
forguarda,1.791759469
forwards,1.791759469
fought,1.791759469
freddie,1.791759469
frequency,1.791759469
frightening,1.791759469
frustrating,1.791759469
fuck,1.791759469
fucking,1.791759469
gambler,1.791759469
gasoline,1.791759469
gates,1.791759469
gavin's,1.791759469
giggle,1.791759469
giggling,1.791759469
giles,1.791759469
girl+...,1.791759469
goldrush,1.791759469
golfer,1.791759469
good+bye,1.791759469
gorillas,1.791759469
grader,1.791759469
grampy's,1.791759469
granddaddy,1.791759469
granddaughter,1.791759469
granma,1.791759469
gretal,1.791759469
grin,1.791759469
guh,1.791759469
guilty,1.791759469
gumdrops,1.791759469
h'm,1.791759469
haggard,1.791759469
hallowe'en,1.791759469
hammy,1.791759469
handkerchiefs,1.791759469
handlebars,1.791759469
hangnail,1.791759469
hannah's,1.791759469
harness,1.791759469
hated,1.791759469
headaches,1.791759469
heather,1.791759469
hebrew,1.791759469
hedda,1.791759469
hentsche,1.791759469
her's,1.791759469
her+...,1.791759469
herman,1.791759469
hints,1.791759469
hog,1.791759469
holler,1.791759469
hollering,1.791759469
holly's,1.791759469
hooligan,1.791759469
hoot,1.791759469
hoover,1.791759469
horror,1.791759469
horsebox,1.791759469
howdy,1.791759469
huckleberry,1.791759469
human,1.791759469
hw_`a,1.791759469
ian's,1.791759469
iceberg,1.791759469
idiot,1.791759469
ignoring,1.791759469
immediately,1.791759469
income,1.791759469
infant,1.791759469
influence,1.791759469
ingrid,1.791759469
injections,1.791759469
inn,1.791759469
intelligent,1.791759469
ironed,1.791759469
it's+...,1.791759469
jade,1.791759469
jamar,1.791759469
jewelry,1.791759469
jive,1.791759469
jog,1.791759469
johns,1.791759469
joshua's,1.791759469
juices,1.791759469
jumanji,1.791759469
junky,1.791759469
kats,1.791759469
kelloggs,1.791759469
kermit,1.791759469
kitchen's,1.791759469
knickers,1.791759469
knuckles,1.791759469
kosher,1.791759469
lace,1.791759469
lambert,1.791759469
lane,1.791759469
lantern,1.791759469
leading,1.791759469
leaped,1.791759469
lent,1.791759469
leta,1.791759469
lids,1.791759469
lighthouse,1.791759469
link,1.791759469
loading,1.791759469
locks,1.791759469
lollipops,1.791759469
loopty,1.791759469
lum,1.791759469
lynsey,1.791759469
mackey,1.791759469
macwhinney,1.791759469
magazines,1.791759469
magician,1.791759469
mands,1.791759469
mandy's,1.791759469
mane,1.791759469
mangle,1.791759469
mans,1.791759469
many's,1.791759469
margot,1.791759469
marjorie,1.791759469
mary's,1.791759469
matched,1.791759469
mathew,1.791759469
mathews,1.791759469
matzo,1.791759469
mckeever,1.791759469
meatloaf,1.791759469
medal,1.791759469
meika,1.791759469
meike's,1.791759469
member,1.791759469
microspace,1.791759469
miguel,1.791759469
mikie,1.791759469
mile,1.791759469
milktime,1.791759469
millisandy's,1.791759469
mime,1.791759469
misery,1.791759469
mistress,1.791759469
mooed,1.791759469
moshe,1.791759469
murray,1.791759469
mystery,1.791759469
nashapoo,1.791759469
nativity,1.791759469
nature,1.791759469
necessarily,1.791759469
nellie,1.791759469
nelligan's,1.791759469
newcastle,1.791759469
nickle,1.791759469
night+night,1.791759469
nighty,1.791759469
nip,1.791759469
nit,1.791759469
nosy,1.791759469
not+...,1.791759469
observed,1.791759469
obsessed,1.791759469
occasion,1.791759469
old's,1.791759469
ooooh,1.791759469
opihi,1.791759469
orders,1.791759469
oregano,1.791759469
organ,1.791759469
ou,1.791759469
oughta,1.791759469
outa,1.791759469
pacifier,1.791759469
painful,1.791759469
painter,1.791759469
palace,1.791759469
pamper,1.791759469
paperwork,1.791759469
paris,1.791759469
party's,1.791759469
pasteur,1.791759469
pastry,1.791759469
patterns,1.791759469
pembroke,1.791759469
performed,1.791759469
phoebe,1.791759469
phrase,1.791759469
pigtails,1.791759469
pirates,1.791759469
pizzeroni,1.791759469
play-doh,1.791759469
playin,1.791759469
pooch,1.791759469
poodle's,1.791759469
poorly,1.791759469
poppet,1.791759469
poppy,1.791759469
popular,1.791759469
porgy,1.791759469
pose,1.791759469
posh,1.791759469
possibility,1.791759469
potter,1.791759469
pours,1.791759469
powdered,1.791759469
precious,1.791759469
principle,1.791759469
programmes,1.791759469
pronunciation,1.791759469
provide,1.791759469
pub,1.791759469
puffs,1.791759469
racoon,1.791759469
raggy,1.791759469
raging,1.791759469
rambler,1.791759469
raphael,1.791759469
raspberries,1.791759469
reaction,1.791759469
reasons,1.791759469
reflection,1.791759469
registered,1.791759469
relaxing,1.791759469
relief,1.791759469
responsibility,1.791759469
rhino,1.791759469
rick's,1.791759469
riot,1.791759469
rita,1.791759469
ritz,1.791759469
robbie's,1.791759469
roots,1.791759469
rowing,1.791759469
rr,1.791759469
rugs,1.791759469
ruh,1.791759469
runt,1.791759469
russ,1.791759469
rusty's,1.791759469
,NA
salou,1.791759469
satee,1.791759469
satisfied,1.791759469
scans,1.791759469
schenley,1.791759469
scrap,1.791759469
seagull,1.791759469
seatbelt,1.791759469
secretary,1.791759469
sh+sh,1.791759469
sharpening,1.791759469
shirley's,1.791759469
shove,1.791759469
shrubs,1.791759469
shrunk,1.791759469
shu,1.791759469
shuts,1.791759469
six+thirty,1.791759469
skirting,1.791759469
skunks,1.791759469
sliced,1.791759469
slid,1.791759469
snarls,1.791759469
snuck,1.791759469
snuggy,1.791759469
so's,1.791759469
sodas,1.791759469
solution,1.791759469
solved,1.791759469
somersaults,1.791759469
soom,1.791759469
sorta,1.791759469
spaces,1.791759469
sparks,1.791759469
spencer,1.791759469
spencers,1.791759469
spills,1.791759469
splashes,1.791759469
sports,1.791759469
sprite,1.791759469
